text,language,text_length,tokens
اور اسی فرق نے بعد میں ہندوستان کو دو حصوں بھارت اور پاکستان میں تقسیم کرنے میں اہم کردار ادا کیا اگرچہ تقسیم سے پہلے اور بعد میں بھی بہت سے ہندو شعرا و مصنفین اردو سے سے جڑے رہے جن میں معروف منشی پریم چند گلزار گوپی چند نارنگ آزاد اوروغیرہ ہیںاردو اور ہندی زبان کوپاک کرنے کی مہم اب بھی جاری ہے اور اس طرح اردو میں سنسکرت کی بجائے فارسی عربی الفاظ زیادہ داخل کیے جاتے ہیں جبکہ ہندی میں سنسکرت کے الفاظفوقیت دی جاتی ہے,ur,423,"['اور', 'اسی', 'فرق', 'نے', 'بعد', 'میں', 'ہندوستان', 'کو', 'دو', 'حصوں', 'بھارت', 'اور', 'پاکستان', 'میں', 'تقسیم', 'کرنے', 'میں', 'اہم', 'کردار', 'ادا', 'کیا', 'اگرچہ', 'تقسیم', 'سے', 'پہلے', 'اور', 'بعد', 'میں', 'بھی', 'بہت', 'سے', 'ہندو', 'شعرا', 'و', 'مصنفین', 'اردو', 'سے', 'سے', 'جڑے', 'رہے', 'جن', 'میں', 'معروف', 'منشی', 'پریم', 'چند', 'گلزار', 'گوپی', 'چند', 'نارنگ', 'آزاد', 'اوروغیرہ', 'ہیںاردو', 'اور', 'ہندی', 'زبان', 'کوپاک', 'کرنے', 'کی', 'مہم', 'اب', 'بھی', 'جاری', 'ہے', 'اور', 'اس', 'طرح', 'اردو', 'میں', 'سنسکرت', 'کی', 'بجائے', 'فارسی', 'عربی', 'الفاظ', 'زیادہ', 'داخل', 'کیے', 'جاتے', 'ہیں', 'جبکہ', 'ہندی', 'میں', 'سنسکرت', 'کے', 'الفاظفوقیت', 'دی', 'جاتی', 'ہے']"
भरतक समनदरक कनर ७५१६ कलमटर लम छ,ne,48,"['भरतक', 'समनदरक', 'कनर', '७५१६', 'कलमटर', 'लम', 'छ']"
२६५ आस,kok,7,"['२६५', 'आस']"
മലയളദശതത ജനസമഹങങളൽ മററ ദരവഡദശകകർകകലലതരനന മരമകകതതയ മ കടമ മണടടപപ എനന ആചരങങൾ ഉടലടതതത ഇതതര അകൽചചയമയ ബനധപപടടതണ,ml,167,"['മലയളദശതത', 'ജനസമഹങങളൽ', 'മററ', 'ദരവഡദശകകർകകലലതരനന', 'മരമകകതതയ', 'മ', 'കടമ', 'മണടടപപ', 'എനന', 'ആചരങങൾ', 'ഉടലടതതത', 'ഇതതര', 'അകൽചചയമയ', 'ബനധപപടടതണ']"
ভরত ভরতয সবধন দবর সবকত ২৩ট সরকর ভষর মধয বল অনযতম,bn,73,"['ভরত', 'ভরতয', 'সবধন', 'দবর', 'সবকত', '২৩ট', 'সরকর', 'ভষর', 'মধয', 'বল', 'অনযতম']"
জতৱ ঠচত পৰকষ বকয গঠন কৰব পৰ,as,39,"['জতৱ', 'ঠচত', 'পৰকষ', 'বকয', 'গঠন', 'কৰব', 'পৰ']"
یہ پاکستان کی قومی اور رابطہ عامہ کی زبان ہے جبکہ بھارت کی چھے ریاستوں کی دفتری زبان کا درجہ رکھتی ہے,ur,103,"['یہ', 'پاکستان', 'کی', 'قومی', 'اور', 'رابطہ', 'عامہ', 'کی', 'زبان', 'ہے', 'جبکہ', 'بھارت', 'کی', 'چھے', 'ریاستوں', 'کی', 'دفتری', 'زبان', 'کا', 'درجہ', 'رکھتی', 'ہے']"
ଆଉ ଏମତ ହଲ ଟମ ଇଣଡଆର ସମଫଇଲନ ଆଶ ଅଧକ ସହଜ ହଇପରବ,or,60,"['ଆଉ', 'ଏମତ', 'ହଲ', 'ଟମ', 'ଇଣଡଆର', 'ସମଫଇଲନ', 'ଆଶ', 'ଅଧକ', 'ସହଜ', 'ହଇପରବ']"
മലഭഷയല പല പരയഗങങള ഇനന മലയളതതൽ പരചരതതലണട,ml,62,"['മലഭഷയല', 'പല', 'പരയഗങങള', 'ഇനന', 'മലയളതതൽ', 'പരചരതതലണട']"
യ,ml,3,['യ']
आजतगयत मरठ भषतन अनक शरषठ सहतयकत नरमण झललय आहत आण तयत सततयपरण रतन भर पडत आह,mr,110,"['आजतगयत', 'मरठ', 'भषतन', 'अनक', 'शरषठ', 'सहतयकत', 'नरमण', 'झललय', 'आहत', 'आण', 'तयत', 'सततयपरण', 'रतन', 'भर', 'पडत', 'आह']"
અમરકમ ૧૮૬૩૧૯૩૫ન ગળમ વયપર બકન નટ બહર પડવન સતત પરદન કરવમ આવ હત,gu,97,"['અમરકમ', '૧૮૬૩૧૯૩૫ન', 'ગળમ', 'વયપર', 'બકન', 'નટ', 'બહર', 'પડવન', 'સતત', 'પરદન', 'કરવમ', 'આવ', 'હત']"
दकषण भरतम भननभनन समयकलम कय रजवश चलकय चर चल पललव तथ पडय सथपत भए,ne,94,"['दकषण', 'भरतम', 'भननभनन', 'समयकलम', 'कय', 'रजवश', 'चलकय', 'चर', 'चल', 'पललव', 'तथ', 'पडय', 'सथपत', 'भए']"
ഇതൽ ഊർപവ ഓ,ml,13,"['ഇതൽ', 'ഊർപവ', 'ഓ']"
एउट तसर नम हनदसतन पन छ जसक अरथ हनदहनदक भम ह जन परचन कलम ऋषहर दवर दएक थय,ne,111,"['एउट', 'तसर', 'नम', 'हनदसतन', 'पन', 'छ', 'जसक', 'अरथ', 'हनदहनदक', 'भम', 'ह', 'जन', 'परचन', 'कलम', 'ऋषहर', 'दवर', 'दएक', 'थय']"
ਪਜਬ ਨਲ ਸਝ ਵਲਆ ਬਲਆ ਵਚ ਇਕ ਬਗੜ ਵ ਹ,pa,54,"['ਪਜਬ', 'ਨਲ', 'ਸਝ', 'ਵਲਆ', 'ਬਲਆ', 'ਵਚ', 'ਇਕ', 'ਬਗੜ', 'ਵ', 'ਹ']"
ਪਜਬ ਜਆਦਤਰ ਪਕਸਤਨ ਵਚ ਬਲ ਜਦ ਹ ਅਤ ਇਹ ਪਕਸਤਨ ਪਜਬ ਦ ਰਜ ਭਸ ਹ,pa,83,"['ਪਜਬ', 'ਜਆਦਤਰ', 'ਪਕਸਤਨ', 'ਵਚ', 'ਬਲ', 'ਜਦ', 'ਹ', 'ਅਤ', 'ਇਹ', 'ਪਕਸਤਨ', 'ਪਜਬ', 'ਦ', 'ਰਜ', 'ਭਸ', 'ਹ']"
ಮಸರ ತಟಗರಕ ಇಲಖಯ ವತಯದ 202122ನ ಸಲನಲಲ ರಷಟರಯ ತಟಗರಕ ಮಷನ ಯಜನಯಡಯಲಲ ಪರದಶ ವಸತರಣ ಕರಯಕರಮಗಳನನ ಅನಷಠನಗಳಸಲಗದದ ರತರಗ ಕಡಮ ದರದಲಲ ಟರಯಕಟರ ಹಗ ಜನ ಹವ ಹಣಣ ಬಳಗಳ ಪರದಶ ವಸತರಣಗ ಸಹಯಧನ ನಡಲಗತತದ,kn,251,"['ಮಸರ', 'ತಟಗರಕ', 'ಇಲಖಯ', 'ವತಯದ', '202122ನ', 'ಸಲನಲಲ', 'ರಷಟರಯ', 'ತಟಗರಕ', 'ಮಷನ', 'ಯಜನಯಡಯಲಲ', 'ಪರದಶ', 'ವಸತರಣ', 'ಕರಯಕರಮಗಳನನ', 'ಅನಷಠನಗಳಸಲಗದದ', 'ರತರಗ', 'ಕಡಮ', 'ದರದಲಲ', 'ಟರಯಕಟರ', 'ಹಗ', 'ಜನ', 'ಹವ', 'ಹಣಣ', 'ಬಳಗಳ', 'ಪರದಶ', 'ವಸತರಣಗ', 'ಸಹಯಧನ', 'ನಡಲಗತತದ']"
ଓଡଶ ସମତ ଏହ ପଶଚମ ବଙଗ ଛତଶଗଡ ଝଡଖଣଡ ଆନଧର ପରଦଶ ଓ ଗଜରଟ ମଳତ ସରଟ୩ର କହଯଇଥଏ,or,101,"['ଓଡଶ', 'ସମତ', 'ଏହ', 'ପଶଚମ', 'ବଙଗ', 'ଛତଶଗଡ', 'ଝଡଖଣଡ', 'ଆନଧର', 'ପରଦଶ', 'ଓ', 'ଗଜରଟ', 'ମଳତ', 'ସରଟ୩ର', 'କହଯଇଥଏ']"
ষডশমতরক পদকলকপজঝটক হত চতরদশকষর পযরর বকশ,bn,62,"['ষডশমতরক', 'পদকলকপজঝটক', 'হত', 'চতরদশকষর', 'পযরর', 'বকশ']"
اسلامی جمہوریت پاکستان چھ اکھ ملک,ks,41,"['اسلامی', 'جمہوریت', 'پاکستان', 'چھ', 'اکھ', 'ملک']"
কন কন ভষবদ এই যগক আদ ও অনতয এই দই ভগ ভগ করন,bn,61,"['কন', 'কন', 'ভষবদ', 'এই', 'যগক', 'আদ', 'ও', 'অনতয', 'এই', 'দই', 'ভগ', 'ভগ', 'করন']"
1999ء کے اعداد وشمار کے مطابق اردو زبان کے مجموعی متکلمین کی تعداد دس کروڑ ساٹھ لاکھ کے لگ بھگ تھی,ur,99,"['1999ء', 'کے', 'اعداد', 'وشمار', 'کے', 'مطابق', 'اردو', 'زبان', 'کے', 'مجموعی', 'متکلمین', 'کی', 'تعداد', 'دس', 'کروڑ', 'ساٹھ', 'لاکھ', 'کے', 'لگ', 'بھگ', 'تھی']"
ఇద గభరత కరక ససకతకరపబడన పదమనన తలగ అనద పరచన రపమన చరతరకరల అభపరయమ,te,95,"['ఇద', 'గభరత', 'కరక', 'ససకతకరపబడన', 'పదమనన', 'తలగ', 'అనద', 'పరచన', 'రపమన', 'చరతరకరల', 'అభపరయమ']"
ಮರಠವಡ ಸರಷಟರ ಕಚ ಮಧಯಪರದಶ ವದರಭ ಛತತಸಗಢ ಜರಖಡ ಆಧರಪರದಶ ಕರನಟಕದ ಕರವಳ ಪರದಶ ಹಗ ಉತತರ ಒಳನಡನ ಜಲಲಗಳಲಲ ಕಡ ಮಳಯಗಲದ,kn,150,"['ಮರಠವಡ', 'ಸರಷಟರ', 'ಕಚ', 'ಮಧಯಪರದಶ', 'ವದರಭ', 'ಛತತಸಗಢ', 'ಜರಖಡ', 'ಆಧರಪರದಶ', 'ಕರನಟಕದ', 'ಕರವಳ', 'ಪರದಶ', 'ಹಗ', 'ಉತತರ', 'ಒಳನಡನ', 'ಜಲಲಗಳಲಲ', 'ಕಡ', 'ಮಳಯಗಲದ']"
సమనయశక 11001400 మధయ పరచన కననడ భష నడ ఆధనక కననడ మరయ తలగ లపల ఆవరభవచయన అదక తలగ లప తలగ పదల కననడ లపన పలయటయ అన సదధత ఉద,te,176,"['సమనయశక', '11001400', 'మధయ', 'పరచన', 'కననడ', 'భష', 'నడ', 'ఆధనక', 'కననడ', 'మరయ', 'తలగ', 'లపల', 'ఆవరభవచయన', 'అదక', 'తలగ', 'లప', 'తలగ', 'పదల', 'కననడ', 'లపన', 'పలయటయ', 'అన', 'సదధత', 'ఉద']"
गरख रजयल औपचरक भषक रपम अङगकर गरएक भएर यस भषलई गरखल भष भनर पन चननछ,ne,98,"['गरख', 'रजयल', 'औपचरक', 'भषक', 'रपम', 'अङगकर', 'गरएक', 'भएर', 'यस', 'भषलई', 'गरखल', 'भष', 'भनर', 'पन', 'चननछ']"
స,te,3,['స']
परव ककणत आयल,kok,21,"['परव', 'ककणत', 'आयल']"
भष सधर मखय लख नपल भष सधर वभनन दषटकणहरबट भषम गरन सधर व भषक नभई यजनबदध ढङगल गरन परवरतन नपल भषम पन भएक छ,ne,156,"['भष', 'सधर', 'मखय', 'लख', 'नपल', 'भष', 'सधर', 'वभनन', 'दषटकणहरबट', 'भषम', 'गरन', 'सधर', 'व', 'भषक', 'नभई', 'यजनबदध', 'ढङगल', 'गरन', 'परवरतन', 'नपल', 'भषम', 'पन', 'भएक', 'छ']"
ദശയ ഭഷയയ ഉൾപപടതതയത മററ 21 ഭഷകളടത പല തനതയ വയകതതവ ഉളളതനലണ,ml,86,"['ദശയ', 'ഭഷയയ', 'ഉൾപപടതതയത', 'മററ', '21', 'ഭഷകളടത', 'പല', 'തനതയ', 'വയകതതവ', 'ഉളളതനലണ']"
ଆହତ ହରଦଦକ ପଣଡୟଙକ ପଇ ସମଭବୟ ବଦଳ ଭବର ଦଖଯଉଥବ ଅଲରଉଣଡର ଭଙକଟଶ ଆୟର ମଧୟ ଦଳର ସଥନ ପଇଛନତ,or,110,"['ଆହତ', 'ହରଦଦକ', 'ପଣଡୟଙକ', 'ପଇ', 'ସମଭବୟ', 'ବଦଳ', 'ଭବର', 'ଦଖଯଉଥବ', 'ଅଲରଉଣଡର', 'ଭଙକଟଶ', 'ଆୟର', 'ମଧୟ', 'ଦଳର', 'ସଥନ', 'ପଇଛନତ']"
പരഫ,ml,6,['പരഫ']
આજ પણ બક ઑવ સકટલનડ વયપર બક હવ છત ચલણ નટ બહર પડત હય છ,gu,79,"['આજ', 'પણ', 'બક', 'ઑવ', 'સકટલનડ', 'વયપર', 'બક', 'હવ', 'છત', 'ચલણ', 'નટ', 'બહર', 'પડત', 'હય', 'છ']"
অধকনত অনক মন করন য শরলকর জতয সগত শরলঙক মত মলত রবনদরনথ ঠকরর একট বল কবতর পরভব লখ হযছলআবর অনক এমনটও মন করন য জতয সঙগতট পরথম বলয রচত হযছল এব তরপর ত সহলত অনবদ কর হযছল,bn,248,"['অধকনত', 'অনক', 'মন', 'করন', 'য', 'শরলকর', 'জতয', 'সগত', 'শরলঙক', 'মত', 'মলত', 'রবনদরনথ', 'ঠকরর', 'একট', 'বল', 'কবতর', 'পরভব', 'লখ', 'হযছলআবর', 'অনক', 'এমনটও', 'মন', 'করন', 'য', 'জতয', 'সঙগতট', 'পরথম', 'বলয', 'রচত', 'হযছল', 'এব', 'তরপর', 'ত', 'সহলত', 'অনবদ', 'কর', 'হযছল']"
middle english literature includes geoffrey chaucers the canterbury tales and malorys le morte darthur,en,104,"['middle', 'english', 'literature', 'includes', 'geoffrey', 'chaucers', 'the', 'canterbury', 'tales', 'and', 'malorys', 'le', 'morte', 'darthur']"
চতনয মহপরভর যগ ও বলর নবজগরণর সময বল সহতয সসকত ভষ দবর অতযনত পরভবত হযছল,bn,104,"['চতনয', 'মহপরভর', 'যগ', 'ও', 'বলর', 'নবজগরণর', 'সময', 'বল', 'সহতয', 'সসকত', 'ভষ', 'দবর', 'অতযনত', 'পরভবত', 'হযছল']"
అయత హలలలన వరయడనక చదవడనక అచచ అన చరచడ సపరదయక,te,70,"['అయత', 'హలలలన', 'వరయడనక', 'చదవడనక', 'అచచ', 'అన', 'చరచడ', 'సపరదయక']"
in 1755 samuel johnson published his a dictionary of the english language which introduced standard spellings of words and usage norms,en,136,"['in', '1755', 'samuel', 'johnson', 'published', 'his', 'a', 'dictionary', 'of', 'the', 'english', 'language', 'which', 'introduced', 'standard', 'spellings', 'of', 'words', 'and', 'usage', 'norms']"
ਇਹ ਉਪਬਲ ਪਰਣ ਪਜਬ ਦ ਮਝ ਖਤ ਵਚ ਬਲ ਜਦ ਹ ਜਸ ਦ ਕਦਰ ਅਜਕ ਅਮਰਤਸਰ ਅਤ ਲਹਰ ਵਚ ਹ,pa,105,"['ਇਹ', 'ਉਪਬਲ', 'ਪਰਣ', 'ਪਜਬ', 'ਦ', 'ਮਝ', 'ਖਤ', 'ਵਚ', 'ਬਲ', 'ਜਦ', 'ਹ', 'ਜਸ', 'ਦ', 'ਕਦਰ', 'ਅਜਕ', 'ਅਮਰਤਸਰ', 'ਅਤ', 'ਲਹਰ', 'ਵਚ', 'ਹ']"
ଇଲଣଡର କଇନଟସନସଆଲଙକ ଭଷ ବଭଗର ମତର୨୪ ଧଉଳଠର ମଳଥବ ଅଶକଙକ ସମୟର ଶଳଲଖ ଜଉଗଡର ଶଳଲଖ ଆଉ ଖରବଳଙକ ବଳର ତଆର ଖଣଡଗର ଓ ହତଗମଫର ଶଳଲଖ ଓଡଆ ଭଷର ମଳ ଇତହସ ଉପର ସଚନ ଦଏ,or,194,"['ଇଲଣଡର', 'କଇନଟସନସଆଲଙକ', 'ଭଷ', 'ବଭଗର', 'ମତର୨୪', 'ଧଉଳଠର', 'ମଳଥବ', 'ଅଶକଙକ', 'ସମୟର', 'ଶଳଲଖ', 'ଜଉଗଡର', 'ଶଳଲଖ', 'ଆଉ', 'ଖରବଳଙକ', 'ବଳର', 'ତଆର', 'ଖଣଡଗର', 'ଓ', 'ହତଗମଫର', 'ଶଳଲଖ', 'ଓଡଆ', 'ଭଷର', 'ମଳ', 'ଇତହସ', 'ଉପର', 'ସଚନ', 'ଦଏ']"
एकट कम करन तण ककणत मसत लख बरइलय,kok,49,"['एकट', 'कम', 'करन', 'तण', 'ककणत', 'मसत', 'लख', 'बरइलय']"
ਇਸ ਧਰ ਰਹ ਇਹ ਵਵਸਥ ਵ ਕਤ ਗਈ ਕ 2 ਅਕਤਬਰ 1962 ਤ ਜਲਹ ਪਧਰ ਦਫਤਰ ਵਲ ਰਜ ਸਰਕਰ ਜ ਮਖ ਦਫਤਰ ਨਲ ਕਤ ਜਣ ਵਲ ਚਠ ਪਤਰ ਦ ਭਸ ਵ ਪਜਬ ਹਵਗ,pa,167,"['ਇਸ', 'ਧਰ', 'ਰਹ', 'ਇਹ', 'ਵਵਸਥ', 'ਵ', 'ਕਤ', 'ਗਈ', 'ਕ', '2', 'ਅਕਤਬਰ', '1962', 'ਤ', 'ਜਲਹ', 'ਪਧਰ', 'ਦਫਤਰ', 'ਵਲ', 'ਰਜ', 'ਸਰਕਰ', 'ਜ', 'ਮਖ', 'ਦਫਤਰ', 'ਨਲ', 'ਕਤ', 'ਜਣ', 'ਵਲ', 'ਚਠ', 'ਪਤਰ', 'ਦ', 'ਭਸ', 'ਵ', 'ਪਜਬ', 'ਹਵਗ']"
অসময ভষৰ পৰধন সতট আৰযভষৰ সত বল কৱৰ এট কৰণ এয য ইযত বযৱহৰ হৱ বছভগ শবদ পৰচন ভৰতয আৰযভষৰ পৰ ধবনৰ কছ সলন ঘট নইব পৰচন ভৰতয আৰয ভষৰ পৰ মধয ভৰতয আৰয ভষৰ মজদ বকশত হ হৱ অৰধতৎসম আৰ তদভৱ শবদ,as,265,"['অসময', 'ভষৰ', 'পৰধন', 'সতট', 'আৰযভষৰ', 'সত', 'বল', 'কৱৰ', 'এট', 'কৰণ', 'এয', 'য', 'ইযত', 'বযৱহৰ', 'হৱ', 'বছভগ', 'শবদ', 'পৰচন', 'ভৰতয', 'আৰযভষৰ', 'পৰ', 'ধবনৰ', 'কছ', 'সলন', 'ঘট', 'নইব', 'পৰচন', 'ভৰতয', 'আৰয', 'ভষৰ', 'পৰ', 'মধয', 'ভৰতয', 'আৰয', 'ভষৰ', 'মজদ', 'বকশত', 'হ', 'হৱ', 'অৰধতৎসম', 'আৰ', 'তদভৱ', 'শবদ']"
